estado_comprador,id_entidad,id_sujeto,sujeto_obligado,ejercicio,tipo_procedimiento,materia,caracter,expediente,num_contrato,proveedor,rfc_norm,fecha_efectiva,importe,tipo_monto,moneda,direccion_anuncio,url_fallo,municipio_proveedor,cp_proveedor,origen_recursos,convenio_modif,descripcion,objeto,fecha_actualizacion,formato,rfc_valido,es_persona_moral,fecha_constitucion_rfc,nombre_sfp,multa,institucion_sancionadora,inicio,fin,plazo_txt,durante_inhabilitacion
CIUDAD DE MÉXICO,9,1663,CMX - Tribunal Electoral de la Ciudad de Mexico,2025,Adjudicación directa,Servicios,Nacional,TECDMX/SA/AD/C-006/2025,6,Limpieza Inmobiliaria y Urbana S. de R.L. de C.V.,SLI151211M89,2024-11-25,2810748.67,con_impuestos,M.N.,https://transparencia.tecdmx.org.mx/wp-content/uploads/2025/04/AD-C-006-2025.pdf,https://transparencia.tecdmx.org.mx/wp-content/uploads/2025/04/OA-AD-C-006-2025.pdf,Iztapalapa,9090,Estatales,No,Servicio de limpieza para el edificio sede del Tribunal Electoral de la Ciudad de México,Servicio de limpieza para el edificio sede del Tribunal Electoral de la Ciudad de México,2025-03-31,59413,True,True,2015-12-11,"SERVICIOS DE LIMPIEZA INMOBILIARIA Y URBANA , S DE R.L. DE C.V.","{'monto': '158396', 'monto_cf': '             158,396.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2026-03-26,2026-06-26,3 meses,False
CIUDAD DE MÉXICO,9,1637,CMX - Secretaria del Medio Ambiente,2025,Licitación pública,Adquisiciones,Nacional,LPN-DGAF-006-2025,SEDEMA/DGAF/JUDCCM/054/2025,"D'sazón Seguridad Alimentaria, S.A. de C.V.",DSS121222IC0,2025-04-11,124352.1,con_impuestos,Nacional,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/689/50c/f2d/68950cf2d52ad946134107.pdf,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/689/a7e/fde/689a7efde1477995326808.pdf,Iztapalapa,9900,Estatales,No,Adquisición de productos alimenticios para los animales de los Zoológicos de la Ciudad de México,Adquisición de productos alimenticios para los animales de los Zoológicos de la Ciudad de México,2025-06-30,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
JALISCO,14,2580,JAL - Instituto de la Infraestructura Fisica Educativa del Estado de Jalisco,2024,Licitación pública,Adquisiciones,Nacional,LPL00396-0044/2024,E-B-REMBAS22-LPL00396-0044/2024,GRUPO ARAUJO SALCIDO SA DE CV,GAS1203017R2,2024-07-15,53070.0,con_impuestos,NACIONAL,https://sinfejal.jalisco.gob.mx/sige/obtenerDocumentoInLineConEncabezado/1697540,https://sinfejal.jalisco.gob.mx/sige/obtenerDocumentoInLineConEncabezado/1648150,GUADALAJARA,44160,Estatales,No,"ADQUISICIÓN DE EQUIPAMIENTO DE SILLAS, MESAS, PIZARRÓN Y GABINETE METÁLICO, SOLICITADO POR LA SECRETARÍA DE EDUCACIÓN DEL ESTADO DE JALISCO PARA ESCUELAS DE NIVEL BÁSICO",ADQUISICION,2024-09-19,59501,True,True,2012-03-01,"GRUPO ARAUJO SALCIDO, S.A. DE C.V.","{'monto': '19935', 'monto_cf': '              19,935.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
AGUASCALIENTES,1,499,AGU - INSTITUTO DE SERVICIOS DE SALUD DEL ESTADO DE AGUASCALIENTES,2025,Adjudicación directa,Servicios,Nacional,ISSEA-CAAS-REX-02-25,220-25,"“SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.”",SHD080618IA7,2025-01-24,9156179.28,con_impuestos,PESO MEXICANO,https://,https://,MIGUEL HIDALGO,11560,Estatales,No,"CONTRATACIÓN DE LA PÓLIZA DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL ACELERADOR LINEAL VITALBEAM H195656 MARCA VARIAN, SOLICITADA POR EL CENTENARIO HOSPITAL MIGUEL HIDALGO","CONTRATACIÓN DE LA PÓLIZA DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL ACELERADOR LINEAL VITALBEAM H195656 MARCA VARIAN, SOLICITADA POR EL CENTENARIO HOSPITAL MIGUEL HIDALGO",2025-04-07,59240,True,True,2008-06-18,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.","{'monto': '566175', 'monto_cf': '             566,175.00'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",,,,False
SONORA,26,4920,SON - Instituto Tecnologico de Sonora,2025,Adjudicación directa,Adquisiciones,Nacional,5104,6572,EDITORIAL FONTAMARA SA DE CV,DFO791127FM4,2025-10-17,79000.0,con_impuestos,MXP,https://repositoriotransparencia2.itson.edu.mx/pluginfile.php/985/mod_folder/content/0/Art_70_Fr_XXVIII_Adjudicaci%C3%B3n%20Directa%20y%20Compra%20Directa/Compra%20Directa/Cuarto%20Trimestre/Car%C3%A1tula/Jorge%20Hern%C3%A1ndez/Carmen%20Valenzuela/6572.pdf?forcedownload=1,,Mexico,4100,Federales,No,Impresión y Publica,Impresión y Publica,2026-01-02,59748,True,True,1979-11-27,"DISTRIBUCIONES FONTAMARA, S.A.","{'monto': '72540', 'monto_cf': '              72,540.00'}","{'nombre': 'Secretaría de Educación Pública', 'clave_dependencia': '00011'}",2007-02-10,2007-05-10,3 meses,False
SONORA,26,4912,SON - Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado de Sonora (ISSSTESON),2024,Adjudicación directa,Adquisiciones,Nacional,187850,187850,"MEFALSA MEDICAMENTOS Y FARMACOS DE LEON, S.A. DE C.V.",MMF141020489,2024-11-27,3033.78,con_impuestos,,,,LEÓN,37257,Estatales,,,,2026-01-05,59748,True,True,2014-10-20,"MEFALSA MEDICAMENTOS Y FÁRMACOS DE LEÓN, S.A. DE C.V.,","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-11,2026-07-11,"1 año, 1 mes",False
TLAXCALA,29,12117,TLA - Oficialia Mayor de Gobierno,2024,Licitación pública,Obra pública,Nacional,OMG-DLCPU-LPE-031-24,,"ROTURACIONES, EXCAVACIONES Y CAMINOS DEL CENTRO, S. A. DE C. V.",REC020830KH1,,,techo_maximo,,https://omg.tlaxcala.gob.mx/images/PSYC/DLCPU/2024/ARCHIVO%204TO%20TRIMESTRE%202024/FALLO/ACTA%20DE%20FALLO%20LPE-031-24.pdf,https://omg.tlaxcala.gob.mx/images/PSYC/DLCPU/2024/ARCHIVO%204TO%20TRIMESTRE%202024/FALLO/ACTA%20DE%20FALLO%20LPE-031-24.pdf,TZOMPANTEPEC,90493,,,Construcción de 30 Unidad Básica de Vivienda 55m2,,2025-01-13,59810,True,True,2002-08-30,"ROTURACIONES, EXCAVACIONES Y CAMINOS DEL CENTRO, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2025-08-18,2025-11-18,3 meses,False
CIUDAD DE MÉXICO,9,1631,CMX - Secretaria de Obras y Servicios,2025,Invitación a cuando menos tres personas,Obra pública,Nacional,DGSUS/IRO/020/2025,DGSUS-IR-L-O-191-2025,"MANTENIMIENTO Y CONSTRUCCIONES MALVIN, S.A. DE C.V.",MCM071212NS8,2025-11-27,13150013.48,con_impuestos,Nacional,https://transparencia.cdmx.gob.mx/storage/app/uploads/public/699/498/d1d/699498d1d08cd507495896.pdf,https://acrobat.adobe.com/id/urn:aaid:sc:us:46e168ee-72bd-469b-9ec2-fc8e5080859c,Tlalpan,14200,Estatales,No,"INSTALACIÓN, CONSTRUCCIÓN Y MANTENIMIENTO INTEGRAL DE LA INFRAESTRUCTURA, PARA EL PROGRAMA CIUDAD ILUMINADA: CAMINA LIBRE, CAMINA SEGURA EN CALZADA DE TLALPAN, CORRESPONDIENTE AL TRAMO 2, UBICADO EN LADO PONIENTE, DIRECCIÓN SUR, ENTRE CALLE MUSEO Y AVENIDA FRESNO, EN LA ALCALDÍA COYOACÁN, EN LA CIUDAD DE MÉXICO.","INSTALACIÓN, CONSTRUCCIÓN Y MANTENIMIENTO INTEGRAL DE LA INFRAESTRUCTURA, PARA EL PROGRAMA CIUDAD ILUMINADA: CAMINA LIBRE, CAMINA SEGURA EN CALZADA DE TLALPAN, CORRESPONDIENTE AL TRAMO 2, UBICADO EN LADO PONIENTE, DIRECCIÓN SUR, ENTRE CALLE MUSEO Y AVENIDA FRESNO, EN LA ALCALDÍA COYOACÁN, EN LA CIUDAD DE MÉXICO.",2025-12-31,59413,True,True,2007-12-12,"MANTENIMIENTO Y CONTRUCCIÓN MALVIN, S.A. DE C.V.","{'monto': '84940', 'monto_cf': '              84,940.00'}","{'nombre': 'Banco del Bienestar', 'clave_dependencia': '06800'}",2013-04-03,2013-07-03,3 meses,False
BAJA CALIFORNIA SUR,3,758,BCS - Secretaria de Finanzas y Administracion,2024,Adjudicación directa,Adquisiciones,Nacional,,2024/GBCS-SFA-SSA-DGRM-1117-CA-11O-19-179,David Miguel Castillo Angulo,CAAD0009283B6,2024-11-14,36151.4,con_impuestos,MX,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28b/contratos/2024-179-DGRM T.pdf,,La Paz,23070,Recurso Estatal 2024,,Adquisición de cámaras y circuito cerrado de seguridad.,Adquisición de cámaras y circuito cerrado de seguridad.,,59285,True,False,,DAVID MIGUEL CASTILLO ANGULO,"{'monto': '138911', 'monto_cf': '             138,911.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2023-09-26,2025-03-26,"1 año, 6 meses",True
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,26995,,Gen Industrial S.A. de C.V.,GIN811027SS4,,11600.0,con_impuestos,Peso,,,Tizayuca,43804,Estatales,No,Servicios de limpieza y manejo de desechos,Servicios de limpieza y manejo de desechos,2026-01-15,59483,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
CHIHUAHUA,8,1400,CHH - Instituto Chihuahuense de Infraestructura Fisica Educativa,2024,Licitación pública,Adquisiciones,Nacional,LP-ADQ-001-2024,ICHIFE/ADQ/003/2024 P5,GRUPO ARAUJO SALCIDO SA DE CV,GAS1203017R2,2024-05-09,726160.0,con_impuestos,MONEDA NACIONAL,https://1drv.ms/b/s!Ap0eKPg_X7y0hHDw2h14P96lA5Vv?e=xxJRgE,https://mega.nz/file/wTZEVboY#OEOvqC9Pa7EN152AtH3lc-Hp7S2rweXJKTJ1PwlHFas,GUADALAJARA,44160,Estatales,No,"200 PIZARRONES EN JUAREZ, CHIH.","200 PIZARRONES EN JUAREZ, CHIH.",2024-12-31,59395,True,True,2012-03-01,"GRUPO ARAUJO SALCIDO, S.A. DE C.V.","{'monto': '19935', 'monto_cf': '              19,935.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-1778/2025,DRMS-1778/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-01-16,7251.5,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=SE9KNTVQdmVXa1k9&doc=1778.pdf,,MONTERREY,64610,Federales,No,"Adquisicion de Frutas, Verduras, Granos y Mas Que Seran Parte de al Escenografia y Ambientacion en Presentacion de Clubes Artisticos de Danza Folclorica del Dia 30 de Octubre de 2024 en la Secratria de Eduaccion, Cuyo Fin es el de Recuperar las Tradiciones Propias de Nuestra Cultura.","Adquisicion de Frutas, Verduras, Granos y Mas Que Seran Parte de al Escenografia y Ambientacion en Presentacion de Clubes Artisticos de Danza Folclorica del Dia 30 de Octubre de 2024 en la Secratria de Eduaccion, Cuyo Fin es el de Recuperar las Tradiciones Propias de Nuestra Cultura.",2025-01-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
VERACRUZ,30,5522,VER - Ayuntamiento de Nanchital de Lazaro Cardenas del Rio,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,ADQ-SP-0271-2024,MC-0069-0071-2024,MULTISERVICIOS AUTOMOTRICES PROFESIONALES SA DE CV,MAP9611222V8,2024-06-14,13108.0,con_impuestos,PESO MEXICANO,,,COATZACOALCOS,96400,Federales,No,"SUMINISTRO DE REFACCIONES: 1 PZA. DE MANGUERA Y 2 PZA. DE ACEITE HIDRAULICO. PARA RETROEXCAVADORA CATERPILLAR 426F2, MOD. 2022, NO. SERIE: CATO426FTEJ404913.","SUMINISTRO DE REFACCIONES: 1 PZA. DE MANGUERA Y 2 PZA. DE ACEITE HIDRAULICO. PARA RETROEXCAVADORA CATERPILLAR 426F2, MOD. 2022, NO. SERIE: CATO426FTEJ404913.",,59828,True,True,1996-11-22,"MULTISERVICIOS AUTOMOTRICES PROFESIONALES, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2024-03-30,2024-06-30,3 meses,True
CIUDAD DE MÉXICO,9,1633,CMX - Secretaria de Salud,2025,Licitación pública,Adquisiciones,Nacional,LPN-011-2025,SSCDMX-DGAF-172-2025,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.",AIS091015H50,2025-12-04,6063807.85,con_impuestos,PESO MEXICANO,http://data.salud.cdmx.gob.mx/ssdf/portalut/UT_Comunicación/archivo/Actualizaciones/4toTrimestre25/Dir_RecMat_Serv/172-2025.pdf,http://data.salud.cdmx.gob.mx/ssdf/portalut/UT_Comunicación/archivo/Actualizaciones/4toTrimestre25/Dir_RecMat_Serv/FALLOLPN01125.pdf,,1000,Estatales,No,"ADQUISICIÓN DE MEDICINAS, PRODUCTOS FARMACÉUTICOS (CONTROLADOS, GENERALES Y HORMONALES) MATERIALES, ACCESORIOS Y SUMINISTROS MÉDICOS (MATERIAL DE CURACIÓN Y MATERIAL DENTAL).","ADQUISICIÓN DE MEDICINAS, PRODUCTOS FARMACEUTICOS (CONTROLADOS, GENERALES Y HORMONALES”, “MATERIALES, ACCESORIOS Y SUMINISTROS MÉDICOS” Y “MATERIAL DENTAL",2026-01-16,59413,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
CIUDAD DE MÉXICO,9,1637,CMX - Secretaria del Medio Ambiente,2025,Invitación a cuando menos tres personas,Adquisiciones,Nacional,IR-DGAF-007-2025,SEDEMA/DGAF/JUDCCM/031/2025,"D'sazon Seguridad Alimentaria, S.A. de C.V.",DSS121222IC0,2025-02-25,2715188.64,con_impuestos,Nacional,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/681/d13/5a4/681d135a4da1a895891875.pdf,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/681/b98/3e3/681b983e3bf45554602600.pdf,Iztapalapa,9900,Estatales,No,Adquisición de productos alimenticios para animales de fauna de la Utopía Libertad y parque Cuitláhuac de la Ciudad de México,Adquisición de productos alimenticios para animales de fauna de la Utopía Libertad y parque Cuitláhuac de la Ciudad de México,2025-03-31,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-3359/2025,DRMS-3359/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-07-03,17695.2,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=Ni8yeFRWbmFWT2c9&doc=3359.pdf,,MONTERREY,64610,Federales,No,"Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Que se Brindan Diariamente a  60 Niñas y Niños de 43 Dias de Nacidos a 2 Años 11 Meses de Edad, Que Son Atendidos en los Centros Comunitarios de Atencion a la Primera Infancia (CCAPI) 1,2 Y 3 Durante el Periodo de Abril A Diciembre de 2025.","Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Que se Brindan Diariamente a  60 Niñas y Niños de 43 Dias de Nacidos a 2 Años 11 Meses de Edad, Que Son Atendidos en los Centros Comunitarios de Atencion a la Primera Infancia (CCAPI) 1,2 Y 3 Durante el Periodo de Abril A Diciembre de 2025.",2025-07-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
SONORA,26,4912,SON - Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado de Sonora (ISSSTESON),2024,Adjudicación directa,Adquisiciones,Nacional,175648,175648,"MEFALSA MEDICAMENTOS Y FARMACOS DE LEON, S.A. DE C.V.",MMF141020489,2024-07-01,550.0,con_impuestos,,,,LEÓN,37257,Estatales,,DICLOFENACO+COMPLEJO B INY. 75MG+100MG.+100MG.+1 MG. 3 ML. C/3,,2024-09-30,59748,True,True,2014-10-20,"MEFALSA MEDICAMENTOS Y FÁRMACOS DE LEÓN, S.A. DE C.V.,","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-11,2026-07-11,"1 año, 1 mes",False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,02JLH00002,B2710,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-02-03,149993.8,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/b/trimestral/2024/FAC_MAXI_SERVICIOS_149999.80_0001_1714356872308.pdf,,Torreón,27000,Estatales,No,,Servicio de limpieza de mes de Enero,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,11500,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,https://www.uaeh.edu.mx/transparencia/contratos/,,Pachuca de Soto,42060,Estatales,No,"[[1, 'Denominación o razón social', 'VILMOY SA DE CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Adquisición de servicio de análisis de agua para la planta tratadora de Ciudad del Conocimiento con la finalidad de asegurarse que el agua cumpla con las normas establecidas.,2026-01-15,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
ZACATECAS,32,16120,ZAC - Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas.,2024,Adjudicación directa,Adquisiciones,Nacional,C2024-864,C2024-864,COMERCIALIZADORA ORTICHART S.A. DE C.V.,COR141022CT0,,28501.2,con_impuestos,NACIONAL,,,MEXICO,6100,,No,PARA PERSONAL ADMINISTRATIVO Y OPERATIVO PENDIENTE POR NUEVO INGRESO Y COMO STOCK,,2024-06-30,59857,True,True,2014-10-22,"COMERCIALIZADORA ORTICHART, S.A. DE C.V.","{'monto': '1009701', 'monto_cf': '           1,009,701.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-01-29,2027-07-29,"1 año, 6 meses",False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,09JLH00002,B3961,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-09-03,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FAC_MAXI_175960.40_0001_1730310020367.pdf,,Torreón,27000,Estatales,No,Servicio de limpieza de Agosto,Servicio de limpieza de mes de Agosto,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
NUEVO LEÓN,19,11057,NLE - Sistema de Caminos de Nuevo Leon (OPD),2024,Adjudicación directa,Servicios,Nacional,O.C. 75/2024,,"GEN INDUSTRIAL, S.A. DE C.V.",GIN811027SS4,,0.0,techo_maximo,PESOS,,,MONTERREY,64650,Estatales,,,,2024-03-31,59606,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
SONORA,26,4912,SON - Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado de Sonora (ISSSTESON),2025,Adjudicación directa,Adquisiciones,Nacional,211132,211132,"MEFALSA MEDICAMENTOS Y FARMACOS DE LEON, S.A. DE C.V.",MMF141020489,2025-08-29,30663.0,con_impuestos,,,,LEÓN,37257,Estatales,,CARBOXIMALTOSA FERRICA FCO AMPULA 500 MG./ 10 ML.,,2025-12-31,59748,True,True,2014-10-20,"MEFALSA MEDICAMENTOS Y FÁRMACOS DE LEÓN, S.A. DE C.V.,","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-11,2026-07-11,"1 año, 1 mes",True
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2025,Licitación pública,Servicios,Nacional,OEEH/LPN/016/2025,OEEH/LPN/017/2025,Gen Industrial S.A. de C.V.,GIN811027SS4,2025-07-30,1044000.0,con_impuestos,Peso,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir2/2025/F28/3T/OEEH_LPN_017_2025.pdf,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir4/Adquisiciones/2025/LPN_016/FALLO_016.pdf,Tizayuca,43804,Estatales,No,Servicio de limpieza y manejo de desechos,Servicio de limpieza y manejo de desechos,2026-01-15,59483,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,19339,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,,"Realizar análisis de muestra de agua de acuerdo a la nom- 003-semarnat-1997 en laboratorio certificado (ph, temperatura, grasas y aceites, materia flotante, sólidos sedimentables, sólidos suspendidos totales, demanda bioquímica de oxígeno, metales pesados",2025-01-31,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
CAMPECHE,4,17638,CAM - Fiscalia Especializada en Combate a la Corrupcion del Estado de Campeche,2025,Invitación a cuando menos tres personas,Adquisiciones,Nacional,,CA/OSC/004/128,Irving Yadir Aguilar González,AUGI8711206B7,2025-03-14,1380.01,con_impuestos,Peso Mexicano,https://apps.feccecam.gob.mx/archivos//docs/6d4e4555-d119-4b32-873c-18dfd3149272.pdf,https://apps.feccecam.gob.mx/archivos//docs/6d4e4555-d119-4b32-873c-18dfd3149272.pdf,San Francisco de Campeche,24040,"[[1, 'Partida Presupuestal', '2141']]",,Adquisición de una unidad quemadora externa portátil de USB para discos DVD+RW y CD y un regulador para el área de Vice Fiscalía adscrita  a la FECCECAM,Adquisición de una unidad quemadora externa portátil de USB para discos DVD+RW y CD y un regulador para el área de Vice Fiscalía adscrita  a la FECCECAM,,59302,True,False,,IRVING YADIR AGUILAR GONZALEZ,"{'monto': '78885', 'monto_cf': '              78,885.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2009-11-23,2010-02-23,3 meses,False
